City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
462,Sangin,AF,32.0728,64.8359,87.15,10,98,11.23,overcast clouds
463,Padang,ID,-0.9492,100.3543,84.94,66,31,5.37,scattered clouds
464,Mayo,US,38.8876,-76.5119,52.0,82,40,3.89,scattered clouds
465,Nebolchi,RU,59.1239,33.3454,48.45,49,8,9.4,clear sky
466,Svetlogorsk,BY,52.6333,29.7333,50.85,62,54,8.99,broken clouds
467,La Rioja,ES,42.25,-2.5,48.99,81,0,3.33,clear sky
468,Realeza,BR,-25.7689,-53.5325,59.61,81,0,4.36,clear sky
469,Dayong,CN,25.0209,118.2898,75.2,33,20,13.42,few clouds
470,Columbus,US,39.9612,-82.9988,44.6,76,20,2.42,few clouds
471,Vestmannaeyjar,IS,63.4427,-20.2734,38.62,58,100,12.01,overcast clouds
472,Ferry Pass,US,30.5102,-87.2125,62.01,72,1,10.36,clear sky
473,Lisakovsk,KZ,52.5369,62.4936,36.61,31,49,18.07,scattered clouds
474,Quesnel,CA,52.9999,-122.5029,35.6,51,1,3.44,clear sky
475,Yaan,NG,7.3833,8.5667,83.35,60,97,9.78,overcast clouds
476,Atherton,GB,53.5237,-2.4935,52.0,57,62,1.99,broken clouds
477,Monmouth,US,40.3001,-74.1663,50.0,81,90,3.44,overcast clouds
478,Wladyslawowo,PL,54.7909,18.4009,57.99,50,0,8.05,clear sky
479,Flinders,AU,-34.5833,150.8552,64.4,59,0,5.75,clear sky
480,Takoradi,GH,4.8845,-1.7554,80.78,79,100,4.72,overcast clouds
481,Naze,JP,28.3667,129.4833,71.6,46,20,9.22,few clouds
482,Puerto Carreno,CO,6.189,-67.4859,75.74,70,100,3.33,overcast clouds
483,Ulladulla,AU,-35.35,150.4667,64.4,59,0,5.75,clear sky
484,Batagay-Alyta,RU,67.8006,130.4114,15.75,73,87,4.81,overcast clouds
485,Salta,AR,-24.7859,-65.4117,62.6,94,75,3.44,broken clouds
486,Santiago Del Estero,AR,-27.7951,-64.2615,73.69,59,93,10.16,overcast clouds
487,Christchurch,NZ,-43.5333,172.6333,59.0,82,40,2.3,scattered clouds
488,Puerto Castilla,HN,16.0167,-85.9667,81.0,95,100,5.93,overcast clouds
489,Irtyshskiy,RU,58.3333,68.1333,26.83,39,100,10.94,overcast clouds
490,Sioux Lookout,CA,50.1001,-91.917,23.0,68,90,11.5,light snow
491,Udachnyy,RU,66.4167,112.4,15.15,57,100,3.27,overcast clouds
492,Mucurapo,TT,10.6667,-61.5333,78.01,83,20,8.72,few clouds
493,Jalu,LY,29.0331,21.5482,79.23,32,100,21.18,overcast clouds
494,Maceio,BR,-9.6658,-35.7353,71.6,94,20,3.44,few clouds
495,Guhagar,IN,17.4842,73.1929,92.57,47,0,13.11,clear sky
496,Srostki,RU,52.4189,85.7022,30.02,80,100,7.78,overcast clouds
497,Ler,SS,8.3018,30.1418,98.83,26,38,10.49,scattered clouds
498,Gayny,RU,60.3071,54.3241,37.02,38,1,4.36,clear sky
499,Puri,IN,19.8,85.85,100.4,32,20,6.91,few clouds
500,Mujiayingzi,CN,42.1167,118.7833,68.9,17,4,12.1,clear sky
501,Praya,CV,14.9215,-23.5087,69.8,78,75,16.11,broken clouds
502,Hofn,IS,64.2539,-15.2082,36.45,69,19,5.08,few clouds
503,Altamira,BR,-3.2033,-52.2064,70.61,98,99,1.32,overcast clouds
504,Yei,SS,4.095,30.6779,87.6,42,68,11.27,broken clouds
505,Barcelona,ES,41.3888,2.159,57.99,66,20,5.75,few clouds
506,Robertsonpet,IN,12.9667,78.2833,91.4,33,40,2.3,scattered clouds
507,Lom Sak,TH,16.7798,101.2422,78.8,89,40,1.14,light rain
508,San Quintin,MX,30.4833,-115.95,59.86,62,0,1.21,clear sky
509,Petatlan,MX,17.5167,-101.2667,68.83,56,3,3.76,clear sky
510,Pak Chong,TH,14.708,101.4161,95.0,57,94,4.27,overcast clouds
511,Guarapari,BR,-20.6667,-40.4975,73.4,88,0,3.24,clear sky
512,Bathsheba,BB,13.2167,-59.5167,78.8,61,40,17.27,scattered clouds
513,Lebork,PL,54.5392,17.7501,57.99,50,0,8.05,clear sky
514,Taiyuan,CN,37.8694,112.5603,78.8,18,0,4.47,clear sky
515,Deogarh,IN,21.5333,84.7333,104.76,10,73,9.53,broken clouds
516,Kolyvan,RU,55.3053,82.7391,26.6,46,75,15.66,broken clouds
517,Gornopravdinsk,RU,60.05,69.9,22.51,47,100,10.85,overcast clouds
518,Tarko-Sale,RU,64.9225,77.785,8.01,61,62,20.07,heavy snow
519,Fairbanks,US,64.8378,-147.7164,41.0,56,1,3.36,clear sky
520,Kenora,CA,49.8167,-94.4337,24.8,63,90,9.22,overcast clouds
521,Egvekinot,RU,66.3167,-179.1667,16.0,95,99,4.27,overcast clouds
522,Plainview,US,40.7765,-73.4673,51.01,87,1,4.23,clear sky
523,Flin Flon,CA,54.7682,-101.865,20.5,83,83,4.16,broken clouds
524,Chernyshevskiy,RU,63.0128,112.4714,23.68,67,100,5.35,overcast clouds
525,Kameoka,JP,35.0,135.5833,66.0,45,20,8.05,few clouds
526,Marmaris,TR,36.855,28.2742,71.6,56,75,3.44,broken clouds
527,Itaituba,BR,-4.2761,-55.9836,72.09,99,100,0.89,overcast clouds
528,Ponta Do Sol,PT,32.6667,-17.1,62.01,66,0,1.99,clear sky
529,Tarakan,ID,3.3,117.6333,91.4,62,20,4.61,few clouds
530,Bandarbeyla,SO,9.4942,50.8122,86.02,66,9,11.56,clear sky
531,Koumac,NC,-20.5667,164.2833,77.49,81,99,4.18,overcast clouds
532,Teacapan,MX,22.55,-105.75,67.37,83,52,4.16,broken clouds
533,Kalmunai,LK,7.4167,81.8167,87.67,61,66,9.51,broken clouds
534,Macas,EC,-2.3167,-78.1167,65.3,96,100,2.71,overcast clouds
535,Elizabeth City,US,36.2946,-76.2511,51.8,87,40,5.64,scattered clouds
536,Araouane,ML,18.9048,-3.5265,80.67,14,2,15.28,clear sky
537,Andenes,NO,69.3143,16.1194,50.0,50,0,17.27,clear sky
538,Krasnyy Yar,RU,46.5331,48.3456,69.8,28,0,4.47,clear sky
539,Grindavik,IS,63.8424,-22.4338,32.0,86,40,8.05,snow
540,Tomatlan,MX,19.9333,-105.25,62.53,83,4,3.74,clear sky
541,Nioki,CD,-2.7167,17.6833,74.08,93,100,3.0,light rain
542,Shitanjing,CN,39.2342,106.3439,65.37,11,100,6.02,overcast clouds
543,Lerwick,GB,60.1545,-1.1494,46.4,76,0,11.5,clear sky
544,Dandong,CN,40.1292,124.3947,62.17,43,1,10.67,clear sky
545,Bayan,CN,46.0833,127.4,58.71,41,2,23.78,clear sky
546,Bredy,RU,52.4153,60.3411,36.32,30,30,20.31,scattered clouds
547,Baoying,CN,33.2292,119.3092,71.26,39,0,8.34,light rain
548,Khandbari,NP,27.3747,87.2039,83.95,24,53,6.6,broken clouds
549,Manutuke,NZ,-38.6833,177.9167,57.0,73,100,4.0,overcast clouds
550,Chumikan,RU,54.7183,135.315,31.37,95,100,3.76,light snow
551,Tam Ky,VN,15.5667,108.4833,87.8,58,20,9.22,few clouds
552,Valparaiso,CL,-33.0393,-71.6273,55.99,79,76,1.34,broken clouds
553,Birao,CF,10.2849,22.7882,94.8,25,100,6.44,overcast clouds
554,Ahuimanu,US,21.4447,-157.8378,75.2,73,75,6.91,broken clouds
555,Linhares,BR,-19.3911,-40.0722,69.3,97,47,3.74,scattered clouds
556,Otjiwarongo,NA,-20.4637,16.6477,69.87,40,2,16.11,clear sky
557,Alice Springs,AU,-23.7,133.8833,75.2,15,0,8.05,clear sky
558,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.39,99,100,1.97,overcast clouds
559,Lisala,CD,2.15,21.5167,71.35,97,100,1.12,overcast clouds
560,Tongzi,CN,28.7829,105.0877,61.27,82,100,4.21,overcast clouds
561,Tukrah,LY,32.5341,20.5791,64.31,65,97,13.96,overcast clouds
562,Luba,GQ,3.4568,8.5547,80.6,83,20,3.44,heavy intensity rain
563,Den Helder,NL,52.9599,4.7593,51.01,93,20,9.22,few clouds
564,Sungaipenuh,ID,-2.0833,101.3833,74.41,76,68,3.89,broken clouds
565,Fort-Shevchenko,KZ,44.5086,50.263,60.42,60,100,8.9,overcast clouds
566,Naldurg,IN,17.8167,76.3,99.68,13,1,7.54,clear sky
567,Ilebo,CD,-4.3167,20.5833,78.28,79,100,2.51,overcast clouds
568,Alexandria,EG,31.2156,29.9553,82.4,44,100,3.44,overcast clouds
569,Asfi,MA,32.2994,-9.2372,63.27,68,3,14.18,clear sky
570,Sala,MA,34.0389,-6.8166,64.0,100,2,3.96,clear sky
571,Kuala Terengganu,MY,5.3302,103.1408,89.6,66,40,5.75,scattered clouds
572,Alofi,NU,-19.0595,-169.9187,71.6,88,65,3.44,broken clouds
573,Masindi,UG,1.6744,31.715,79.93,55,100,4.16,light rain
574,Monrovia,LR,6.3005,-10.7969,77.0,94,75,4.61,broken clouds
575,Kaputa,ZM,-8.4689,29.6619,69.93,76,99,5.91,overcast clouds
576,Balgazyn,RU,51.0,95.2,61.39,14,100,15.77,overcast clouds
577,Khokhryaki,RU,56.9156,53.3221,39.99,30,0,5.99,clear sky
578,Shimoda,JP,34.6667,138.95,64.4,52,0,4.61,clear sky
579,Bilibino,RU,68.0546,166.4372,17.31,94,28,4.14,scattered clouds
580,Boddam,GB,57.4667,-1.7833,48.99,71,85,11.5,overcast clouds
581,Mareeba,AU,-17.0,145.4333,75.2,94,40,8.05,light rain
582,Coahuayana,MX,18.7333,-103.6833,64.87,67,52,4.56,broken clouds
583,Tera,NE,14.0078,0.7531,93.13,33,72,15.73,broken clouds
584,Xining,CN,36.6167,101.7667,47.86,54,100,9.75,light rain
585,Tambura,SS,5.6,27.4667,88.92,38,100,6.49,overcast clouds
586,San Fernando,PH,15.0286,120.6898,95.0,43,75,9.22,broken clouds
587,Anito,PH,12.4497,125.2886,73.49,92,100,29.33,moderate rain
588,Taksimo,RU,56.3444,114.8794,28.99,49,10,2.51,clear sky
589,Penzance,GB,50.1186,-5.5371,48.99,76,20,14.97,few clouds
590,Mormugao,IN,15.4,73.8,86.22,67,5,12.12,clear sky
591,Marsabit,KE,2.3284,37.9899,73.45,61,31,14.7,scattered clouds
592,Tual,ID,-5.6667,132.75,82.69,71,91,6.78,overcast clouds
593,Tynda,RU,55.1667,124.7167,25.39,63,100,16.82,overcast clouds
594,Vitim,RU,59.4511,112.5578,33.17,69,91,6.76,overcast clouds
595,Pingliang,CN,35.5392,106.6861,62.96,49,100,13.13,light rain
596,Sassandra,CI,4.95,-6.0833,79.5,86,74,3.98,broken clouds
597,Likasi,CD,-10.9814,26.7333,66.52,69,95,8.81,overcast clouds
598,Ancud,CL,-41.8697,-73.8203,57.2,100,90,13.8,light rain
599,Keuruu,FI,62.2667,24.7,51.8,43,0,4.61,clear sky
600,Lokosovo,RU,61.1333,74.8167,13.37,64,100,14.32,overcast clouds
601,Sabha,LY,27.0377,14.4283,69.78,46,37,20.02,scattered clouds
602,Kisangani,CD,0.5167,25.2,78.8,83,75,4.21,light rain
603,Iralaya,HN,15.0,-83.2333,79.39,85,100,8.77,overcast clouds
604,Lumding,IN,25.7535,93.1732,91.44,29,69,5.39,broken clouds
605,Mitchell,US,43.7094,-98.0298,32.0,59,90,20.71,overcast clouds
606,Nchelenge,ZM,-9.3451,28.734,71.19,68,100,4.74,overcast clouds
607,Pacific Grove,US,36.6177,-121.9166,50.0,87,1,3.8,clear sky
608,Bonavista,CA,48.6499,-53.1147,35.6,100,100,8.34,light rain
609,Aginskoye,RU,51.1,114.53,47.39,19,40,7.81,scattered clouds
610,Syamzha,RU,60.0158,41.0614,42.75,40,3,9.91,clear sky
611,Acapulco,MX,16.8634,-99.8901,74.03,61,11,4.97,few clouds
612,Cascais,PT,38.6979,-9.4215,61.0,77,20,8.3,few clouds
613,Indianola,US,41.3581,-93.5574,48.2,57,40,9.22,scattered clouds
614,Hornepayne,CA,49.2138,-84.7705,33.35,95,100,9.53,overcast clouds
615,Pasaco,GT,13.9772,-90.2064,80.6,94,20,0.22,few clouds
616,Gainesville,US,29.6516,-82.3248,66.99,94,90,5.28,overcast clouds
617,Itoman,JP,26.1247,127.6694,71.6,53,75,14.97,broken clouds
618,General Roca,AR,-39.0333,-67.5833,62.6,94,0,3.44,clear sky
619,Vallenar,CL,-28.5708,-70.7581,59.05,81,3,1.92,clear sky
620,Nancha,CN,47.1333,129.2667,61.0,34,36,14.47,scattered clouds
621,Ukiah,US,39.1502,-123.2078,55.4,50,1,4.14,clear sky
622,Sechura,PE,-5.5569,-80.8222,72.01,73,100,9.28,overcast clouds
623,Santa Fe,AR,-31.6333,-60.7,66.99,82,0,1.01,clear sky
624,Plougastel-Daoulas,FR,48.3667,-4.3667,50.0,66,0,5.75,clear sky
625,Hailey,US,43.5196,-114.3153,41.0,48,1,9.22,clear sky
626,Atlantic Beach,US,30.3344,-81.3987,68.0,94,90,7.67,mist
627,Marienburg,PL,54.0359,19.0266,54.0,100,5,8.01,clear sky
628,Berea,US,41.3662,-81.8543,46.0,81,20,3.44,few clouds
629,Maragogi,BR,-9.0122,-35.2225,75.2,85,77,2.24,broken clouds
630,Novobirilyussy,RU,56.9514,90.6661,19.31,88,100,20.62,snow
631,Berlevag,NO,70.8578,29.0864,46.4,42,0,16.11,clear sky
632,Caravelas,BR,-17.7125,-39.2481,71.49,95,57,4.92,broken clouds
633,Tebingtinggi,ID,3.3285,99.1625,89.6,66,40,9.22,scattered clouds
634,San Policarpo,PH,12.1791,125.5072,74.55,91,100,28.99,moderate rain
635,Puerto Escondido,MX,15.85,-97.0667,76.98,67,0,5.1,clear sky
636,Roebourne,AU,-20.7833,117.1333,84.51,51,67,11.68,broken clouds
637,Sheridan,US,44.8333,-106.9173,28.99,93,90,5.75,light snow
638,Taklisah,TN,36.7833,10.6333,55.4,67,20,12.66,few clouds
639,La Ronge,CA,55.1001,-105.2842,30.2,55,99,4.61,overcast clouds
640,Samur,RU,41.8253,48.486,65.3,55,59,8.61,broken clouds
641,Richards Bay,ZA,-28.783,32.0377,76.71,46,0,11.05,clear sky
642,Rabo De Peixe,PT,37.8,-25.5833,59.0,82,20,4.61,few clouds
643,Vaitape,PF,-16.5167,-151.75,82.42,74,23,15.37,light rain
644,Pizarro,CO,4.9533,-77.366,76.03,90,100,2.8,overcast clouds
645,Asau,RO,46.4333,26.4,46.99,52,100,2.15,overcast clouds
646,Izhma,RU,65.0083,53.9113,36.19,45,60,7.61,broken clouds
647,Semnan,IR,35.5729,53.3971,78.4,17,87,5.64,overcast clouds
648,Uyuni,BO,-20.4597,-66.825,41.14,29,0,6.02,clear sky
649,Roma,US,43.2128,-75.4557,37.99,80,75,3.44,broken clouds
650,Paamiut,GL,61.994,-49.6678,30.87,82,100,17.47,overcast clouds
651,Odweyne,SO,9.4092,45.064,79.72,48,100,7.81,overcast clouds
652,Moranbah,AU,-22.0016,148.0466,74.75,61,48,13.96,scattered clouds
653,Kiama,AU,-34.6833,150.8667,64.4,59,0,5.75,clear sky
654,Arcachon,FR,44.5875,-1.0519,54.0,93,20,4.47,few clouds
655,Hualmay,PE,-11.0964,-77.6139,66.88,87,61,5.55,broken clouds
656,Ikom,NG,5.9667,8.7063,80.42,76,100,2.44,overcast clouds
657,Qingdao,CN,36.0986,120.3719,71.6,21,0,17.9,clear sky
658,Banda Aceh,ID,5.5577,95.3222,85.64,64,100,14.92,light rain
659,Porto Santo,PT,33.072,-16.3415,62.6,72,20,11.5,few clouds
660,Nelson Bay,AU,-32.7167,152.15,66.2,68,0,6.91,clear sky
661,Hami,CN,42.8,93.45,74.17,13,46,2.73,scattered clouds
662,Achalpur,IN,21.2572,77.5086,103.66,10,6,7.83,clear sky
663,The Valley,AI,18.217,-63.0578,78.8,83,20,8.05,few clouds
664,Notodden,NO,59.5594,9.2585,46.99,60,0,1.88,clear sky
665,Yarmouth,US,41.7057,-70.2286,45.0,87,90,5.08,overcast clouds
666,Campoverde,PE,-8.4753,-74.8058,71.83,94,91,1.52,overcast clouds
667,Iwanai,JP,42.9744,140.5089,48.16,78,8,14.41,clear sky
668,Qianjiang,CN,30.4151,112.8859,68.97,65,99,5.17,overcast clouds
669,Ola,RU,59.5833,151.2833,33.98,81,100,21.72,overcast clouds
670,Quimper,FR,48.0,-4.1,48.2,71,0,4.61,clear sky
671,Davila,PH,18.4726,120.5763,86.0,54,20,20.71,few clouds
672,Brewster,US,41.3973,-73.6171,44.01,81,1,2.48,clear sky
673,Gouyave,GD,12.1646,-61.7296,78.8,78,20,5.75,few clouds
674,Raymondville,US,26.4815,-97.7831,60.8,82,90,5.75,overcast clouds
675,Qaqortoq,GL,60.7167,-46.0333,28.4,40,90,1.14,overcast clouds
676,Gazojak,TM,41.1875,61.4036,78.69,18,100,3.49,overcast clouds
677,Tautira,PF,-17.7333,-149.15,78.8,83,20,2.3,few clouds
678,Iberia,US,29.9502,-91.7507,55.99,88,75,6.91,broken clouds
679,San Juan,AR,-31.5375,-68.5364,70.48,68,1,8.08,clear sky
680,Zhaotong,CN,27.3167,103.7167,71.85,38,73,3.24,broken clouds
681,Pangkalanbuun,ID,-2.6833,111.6167,90.27,45,18,6.51,few clouds
682,Naugachhia,IN,25.4,87.1,104.83,6,0,16.37,clear sky
683,Trincomalee,LK,8.5711,81.2335,89.29,57,83,7.76,broken clouds
684,Tanete,ID,-3.9443,119.7848,84.09,70,100,5.21,overcast clouds
685,Beyneu,KZ,45.3167,55.2,73.87,31,11,11.45,few clouds
686,Safranbolu,TR,41.2508,32.6942,51.8,100,75,4.61,light rain
687,Beberibe,BR,-4.1797,-38.1306,77.0,88,40,3.44,scattered clouds
688,Bereda,ES,43.2686,-7.5406,53.01,90,100,3.0,overcast clouds
689,Mazatlan,MX,23.2167,-106.4167,73.0,88,1,2.3,clear sky
690,Kelso,US,46.1468,-122.9084,52.0,71,1,1.59,clear sky
691,Moramanga,MG,-18.9333,48.2,64.65,79,95,5.3,overcast clouds
692,Ust-Maya,RU,60.4167,134.5333,34.83,97,100,3.96,light rain
693,Half Moon Bay,US,37.4636,-122.4286,53.6,76,1,7.23,clear sky
694,Melbourne,US,28.0836,-80.6081,71.6,83,20,3.44,light rain
695,Kwinana,AU,-32.25,115.7667,72.0,56,4,14.97,clear sky
